Price (£),Property Type,Bedrooms,Bathrooms,"Size, sq. ft."
"450,000",End of Terrace,2,1,
"700,000",Semi-Detached,4,2,
"875,000",Semi-Detached Bungalow,4,2,
"220,000",Flat,1,1,
"450,000",Semi-Detached,3,1,
"300,000",Flat,1,1,
"625,000",Semi-Detached,5,2,
"525,000",Semi-Detached,4,1,
"600,000",Semi-Detached,5,,
"550,000",Detached Bungalow,2,1,
"101,500",Flat,1,1,
"285,000",Flat,1,1,
"480,000",Semi-Detached,3,1,
"117,000",Flat,1,1,
"280,000",Flat,1,1,
"750,000",Detached,,,
"300,000",Apartment,2,1,712
"450,000",Semi-Detached,4,2,
"415,000",Semi-Detached,3,1,
"475,000",Bungalow,3,1,
"325,000",Maisonette,2,1,
"620,000",Semi-Detached,4,2,
"400,000",Terraced,4,3,
"725,000",Semi-Detached,4,2,
"295,000",Penthouse,2,2,
"222,500",Ground Flat,2,1,
"500,000",Semi-Detached,3,1,
"575,000",Semi-Detached,4,2,
"210,000",Retirement Property,2,1,
"750,000",Semi-Detached,5,3,
"750,000",Semi-Detached,5,3,"1,829"
"750,000",Semi-Detached,5,3,
"475,000",End of Terrace,4,2,
"750,000",Semi-Detached,5,3,
"425,000",Detached Bungalow,3,1,
"575,000",End of Terrace,3,2,
"725,000",Detached,4,4,157
"285,000",Flat,2,,
"500,000",Semi-Detached,4,,
"450,000",Flat,2,2,
"300,000",Studio,,1,
"120,000",Retirement Property,1,1,
"130,000",Retirement Property,1,1,
"375,000",Terraced,3,1,
"390,000",Terraced,3,1,
"750,000",Detached,6,3,
"275,000",Maisonette,2,1,
"325,000",Retirement Property,1,1,
"290,000",Apartment,1,1,588
"475,000",Semi-Detached,4,2,
"475,000",Semi-Detached,3,1,
"550,000",Semi-Detached,4,1,
"460,000",Semi-Detached,3,1,
"300,000",Flat,2,1,
"290,000",Flat,2,2,743
"850,000",Character Property,2,1,
"850,000",Terraced,2,1,
"1,100,000",Detached,4,2,
"400,000",End of Terrace,2,1,
"425,000",Semi-Detached,5,1,
"330,500",Semi-Detached,3,1,
"500,000",Semi-Detached,3,1,
"33,000",,,,
"325,000",Flat,2,2,737
"450,000",Semi-Detached,3,2,
"265,000",Flat,3,1,
"425,000",Semi-Detached,3,1,
"250,000",Flat,2,1,
"375,000",Terraced,3,1,
"270,000",Maisonette,2,1,
"270,000",Retirement Property,2,1,
"499,995",Flat,2,2,
"240,000",Flat,1,1,
"750,000",Semi-Detached,4,1,
"140,000",Retirement Property,1,1,511
"280,000",Apartment,2,1,
"580,000",Semi-Detached,4,2,
"675,000",Semi-Detached,4,1,"1,442"
"580,000",End of Terrace,4,1,
"575,000",Semi-Detached,4,2,
"575,000",Semi-Detached,4,2,
"795,950",Detached,5,2,
"599,000",Semi-Detached,3,1,
"230,000",Flat,1,1,457
"235,000",Flat,1,1,
"475,000",Semi-Detached,3,1,
"625,000",Semi-Detached,5,2,
"175,000",Retirement Property,1,1,
"500,000",Semi-Detached,3,1,
"800,000",Semi-Detached,4,2,
"425,000",Semi-Detached,3,1,
"350,000",Terraced,3,,
"610,000",Semi-Detached,5,1,
"314,000",Semi-Detached,3,1,
"475,000",Semi-Detached,3,1,
"425,000",Terraced,2,1,
"310,000",Flat,2,2,
"280,000",Maisonette,2,,
"800,000",Semi-Detached,4,2,
"580,000",Semi-Detached,4,2,
"110,000",Penthouse,1,1,
"425,000",Bungalow,2,1,
"400,000",Terraced,3,1,
"950,000",Detached,4,3,
"99,950",Flat,,,
"750,000",Semi-Detached,5,2,
"475,000",End of Terrace,3,1,
"575,000",Semi-Detached,4,2,
"130,000",Flat,1,1,
"315,000",End of Terrace,2,1,
"520,000",Apartment,2,2,
"515,000",Apartment,2,2,
"505,000",Apartment,2,2,
"750,000",Semi-Detached,5,2,
"700,000",Detached,4,3,
"370,000",Flat,2,2,"1,168"
"350,000",Apartment,3,2,
"165,000",Apartment,1,1,
"875,000",Detached,4,3,
"750,000",Semi-Detached,7,3,
"115,000",Retirement Property,1,1,
"850,000",Semi-Detached,4,1,"2,008"
"274,500",Flat,2,1,
"400,000",End of Terrace,2,2,762
"510,000",Semi-Detached,3,1,
"575,000",Semi-Detached,3,2,
"500,000",Semi-Detached,3,1,"1,165"
"575,000",Semi-Detached,4,,
"250,000",Flat,1,1,
"650,000",Semi-Detached,4,1,
"775,000",Semi-Detached,6,3,
"725,000",Semi-Detached,5,2,
"220,000",Apartment,1,1,
"825,000",Detached,3,2,
"825,000",Semi-Detached,5,2,
"335,000",Flat,3,2,
"525,000",Semi-Detached,3,2,
"250,000",Flat,3,1,
"525,000",Semi-Detached,3,,
"425,000",House,3,1,
"200,000",Apartment,2,,
"150,000",Flat,1,1,
"160,000",Retirement Property,1,1,
"290,000",Apartment,1,1,
"260,000",Flat,2,2,
"160,000",Retirement Property,1,1,
"250,000",Flat,1,1,
"505,000",Apartment,2,2,
"475,000",Bungalow,3,1,
"210,000",Flat,1,1,
"475,000",House,3,1,
"500,000",Semi-Detached,3,1,
"250,000",Bungalow,2,2,
"450,000",Semi-Detached,3,1,
"155,000",Flat,2,1,
"300,000",Flat,2,2,
"350,000",Semi-Detached,2,1,
"245,000",Flat,2,1,
"265,000",Flat,2,,
"625,000",Semi-Detached,5,2,
"429,500",Semi-Detached,6,2,
"650,000",Semi-Detached,6,2,
"700,000",End of Terrace,4,2,
"160,000",Flat,1,1,
"550,000",Semi-Detached,3,1,
"230,000",Apartment,1,1,
"325,000",Flat,2,2,736
"290,000",Apartment,1,1,
"1,750,000",,,,
"810,000",Detached Bungalow,3,2,
"275,000",Flat,2,1,
"380,000",Terraced,2,1,
"610,000",Semi-Detached,3,2,
