Price (£),Property Type,Bedrooms,Bathrooms,"Size, sq. ft."
"950,000",Terraced,3,1,
"650,000",Flat,2,1,
"740,000",Semi-Detached,3,1,
"425,000",End of Terrace,3,1,
"425,000",End of Terrace,3,,
"425,000",Apartment,2,1,
"310,000",Flat,1,1,
"275,000",Flat,1,1,
"275,000",Maisonette,3,1,861
"350,000",Apartment,1,1,
"800,000",Terraced,5,2,
"1,100,000",Penthouse,3,2,
"550,000",Semi-Detached,3,2,
"495,000",Terraced,3,2,
"375,000",Apartment,1,1,
"325,000",Ground Flat,1,1,
"595,000",Terraced,3,,
"500,000",Terraced,3,1,
"375,000",Apartment,1,1,
"525,000",Terraced,5,2,
"550,000",Flat,2,1,
"420,000",Apartment,2,1,
"675,000",Maisonette,3,3,
"299,995",Apartment,2,1,533
"300,000",Flat,2,,
"450,000",Maisonette,3,,
"545,000",Apartment,2,2,
"595,000",Apartment,2,1,
"345,000",Flat,2,1,
"1,475,000",End of Terrace,4,3,
"116,250",Apartment,2,,667
"465,000",Apartment,2,,667
"375,000",Apartment,1,,
"122,500",Apartment,2,,689
"490,000",Apartment,2,,689
"148,750",Apartment,3,2,990
"595,000",Apartment,3,2,990
"395,000",Flat,3,,672
"435,000",Terraced,2,1,
"545,000",Apartment,2,2,746
"330,000",Apartment,1,1,475
"3,000,000",Semi-Detached,6,5,
"599,995",Terraced,3,2,
"435,000",Apartment,2,2,
"3,000,000",Semi-Detached,6,5,
"235,000",Apartment,,1,
"550,000",Semi-Detached,3,1,
"800,000",Terraced,5,2,
"425,000",Terraced,3,2,
"800,000",Penthouse,3,3,"1,220"
"625,000",Terraced,2,1,
"800,000",Apartment,4,2,
"1,100,000",Terraced,4,2,
"439,950",Flat,2,2,
"600,000",Town House,5,2,"1,413"
"1,000,000",Semi-Detached,4,3,"1,975"
"750,000",Town House,3,2,
"850,000",End of Terrace,5,4,
"550,000",Terraced,3,2,"1,300"
"375,000",Terraced,2,1,
"520,000",Apartment,1,1,
"260,000",Apartment,3,1,949
"325,000",Flat,3,1,846
"850,000",House,3,2,"1,511"
"325,000",Maisonette,2,1,
"200,000",Flat,1,1,
"260,000",Flat,1,1,502
"500,000",Semi-Detached,3,1,
"535,000",Apartment,2,1,
"685,000",Apartment,3,2,
"400,000",Terraced,5,2,
"425,000",Flat,1,1,
"550,000",Terraced,4,2,
"200,000",Flat,2,1,
"750,000",Terraced,4,1,
"800,000",Semi-Detached,4,2,
"375,000",Flat,1,1,
"250,000",Flat,1,1,
"850,000",Semi-Detached,3,2,
"825,000",Terraced,3,2,
"725,000",Terraced,3,2,
"300,000",Flat,3,1,
"600,000",Semi-Detached,3,1,"1,154"
"675,000",Semi-Detached,5,2,
"360,000",Semi-Detached Bungalow,2,,
"660,000",Apartment,3,2,
"1,200,000",Terraced,3,1,
"525,000",End of Terrace,5,2,
"450,000",Apartment,2,2,
"320,000",Flat,1,1,
"300,000",Flat,2,1,
"1,675,000",Town House,6,3,
"300,000",Flat,2,2,
"600,000",Apartment,2,2,
"200,000",Flat,1,1,
"435,000",Apartment,1,1,
"600,000",Apartment,2,2,
"550,000",Terraced,2,1,
"800,000",Apartment,3,2,
"425,000",Flat,1,1,
"580,000",Flat,2,2,
"350,000",Flat,2,1,
"735,000",Apartment,3,2,
"495,000",Flat,1,1,547
"299,995",Flat,1,1,
"400,000",Flat,1,1,
"260,000",Flat,1,1,
"925,000",Semi-Detached,4,2,
"325,000",Apartment,1,1,825
"560,000",Terraced,3,,
"530,000",Apartment,2,1,666
"480,000",Flat,2,2,
"235,000",Apartment,2,1,549
"400,000",Flat,1,1,
"425,000",Apartment,1,1,
"480,000",Apartment,1,1,
"250,000",Apartment,1,1,
"650,000",Semi-Detached,4,1,
"299,000",Apartment,1,1,
"335,000",Flat,1,1,
"385,000",Flat,1,1,
"450,000",Apartment,1,1,
"368,000",Flat,,1,
"340,000",Maisonette,2,1,
"475,000",Terraced,3,,
"340,000",Flat,2,1,
"425,000",Flat,1,1,
"305,000",Apartment,2,2,710
"495,000",Flat,3,2,915
"250,000",Apartment,1,1,323
"325,000",Apartment,1,1,
"355,000",Apartment,1,1,
"675,000",Terraced,3,1,"1,257"
"335,000",Flat,2,1,
"497,500",Apartment,1,1,569
"395,000",Apartment,2,1,
"116,250",Flat,1,1,
"422,500",Apartment,1,1,458
"325,000",Apartment,1,1,
"250,000",Flat,2,1,
"465,000",Flat,2,2,803
"625,000",Flat,2,2,747
"130,000",Flat,2,1,802
"520,000",Flat,2,1,802
"770,000",Flat,2,2,843
"735,000",Terraced,3,2,
"625,000",Flat,2,2,745
"450,000",Apartment,2,2,
"625,000",Apartment,2,2,
"575,000",Semi-Detached,3,1,
"250,000",Flat,2,2,
"475,000",Flat,2,2,
"340,000",Apartment,2,2,
"325,000",Retirement Property,1,1,
"245,000",Flat,2,1,
"425,000",Terraced,3,1,764
"375,000",Apartment,2,1,
